I don't know what to say. I have never really known who I am.	What exactly is it that you are looking for? Different people define themselves in different ways. For example, one person may define himself by his values and morals while another identifies herself by her personality and characteristics. Still, another person may define himself by his interests and hobbies. Learning who you are as a person can take time and life experience. At the same time, who you are may change according to what experiences you have had and how you have dealt with them or felt about them. Try viewing the journey of finding yourself as exciting and ongoing. Allow yourself to feel emotions and learn how they relate to the experiences you have. This may help you to know more about what you value, what you like and dislike, and what you want for yourself in life. Best of luck to you!
I don't know what to say. I have never really known who I am.	"The older I get, the more I believe that our real task isn't to 'find' ourselves. We're already 100% ""there."" What we do have to do is become more mindful of the times when we feel the most alive, most happy, most creative, and most fully engaged with life. It is in those moments that we find ourselves.For example, I couldn't help loving the people or things I loved, no matter who tried to talk me out of them. All I needed to do was notice when my heart opened and I felt the most alive--not because I was afraid or addicted, but because in those moments, I was in contact with my highest self. On the flip side, I needed to recognize the people and activities that consistently brought out the worst in me--the ones that made me feel controlled, constricted, dishonest, resentful, or afraid--and be honest about them. Mindfulness of ""what already is"" is the key to finding yourself. Align yourself with the people and activities that matter most to you. Don't let old habits, crappy jobs, or mean-spirited people define you. Just stumble your way forward as best you can, with greater self-awareness followed by affirmative action.."
I don't know what to say. I have never really known who I am.	"Three years ago I attended a week long meditation retreat. By the fifth day I noticed I was light headed and felt very strange. I began to realize within my own being an experience of no separation. I would see others at the retreat and smile. I loved them all. I could feel the connection with this awareness I had read about but never truly understood until that moment. I remember understanding all the teachings I had learned throughout my life about a god who existed outside of me. I realized I had all these answeres within my own being and so did everyone else. I began to see everyone as not just capable but powerful loving beings. Since this experience it has been my desire for everyone to become conscious within whatever experience they wish. I do this in many ways. At our studio we combine Mental Health with yoga and meditation as well as nutrition counseling to help people come to their optimal selves. To truly come into a state of ""finding yourself,"" is to start to know and own who you are from a state of solid being. In this there is nothing new under the sun, and it is very simple. I would love to teach you and anyone interested in coming into a state of awake conciousness.  The more awake we are the more joyful we are. I live in this state of being and demonstrate it in my daily life."
I don't know what to say. I have never really known who I am.	Therapy may be an effective way for you to get a stronger sense of who you are. A competent therapist will work to create a safe and curious therapeutic relationship in which you can explore your identity. There are also many different exercises which you can do in and out of therapy which you may find helpful in this area as well.
I don't know what to say. I have never really known who I am.	"This quiet wonder that you have is something you can easily explore. There is a part of you that you can access anytime, anywhere. It is the part that has always been with you. Find a quiet place where you can be alone for a while and get comfortable. Settle in. Let your thoughts go by like a river. Stay with that connection for a while. What you find in the silence is yours alone, your ""you""."
I don't know what to say. I have never really known who I am.	Start by giving yourself enough quiet and time to remember about yourself what feels steady and consistent in your nature and interactions with others.Give yourself the freedom to your interest in having interests.  Are you motivated because of competing with others or because an activity itself feels satisfying?If you are able to develop a sense of defining yourself without fear of judging yourself, you will start coming close to knowing who you are.
I don't know what to say. I have never really known who I am.	Because you put this under the category of spirituality, I'm not sure whether you are asking how you find yourself as far as religious or spiritual beliefs or overall.If you are talking about learning more about religious or spirituality, consider either going to or speaking with someone who is involved with a nondenominational church service (the Salvation Army usually has something) so you can discuss questions or ideas that you may have.As far as finding yourself in general, I suggest considering what makes you happy and/or comfortable. I also wonder if looking at the list of values here may be helpful to you: http://www.therapistaid.com/therapy-worksheet/values-clarification
I don't know what to say. I have never really known who I am.	This is perhaps the deepest question that one can ask of themselves and the answer is as elusive as the deepest enigma. We are fluid beings, we are never the same from day to day, we learn or unlearn, we evolve or some of us even devolve, we are in a state of constant flux, changing and adapting, like a cloud in the sky that has its shape changed by the wind, life whittles us away and carves us constantly, trying to understand this question is like trying to bite your own teeth, however we can have a sense of what we would call our core and to understand the core, we need to live and to experience, but also to think deeply, analytically, and critically, by engaging with life we get a sense that we are like the Earth itself, inside of us there is a core, just as there is inside our planet but our continents shift and change over time, like those continents so does our own nature shift throughout our lives.
I don't know what to say. I have never really known who I am.	I'm having the same issue... I think you need to consider your morals and what you really want out of life. If there's something you want to achieve, that's who you are. And you need to put yourself into that and immerse yourself in the purpose of whatever you want. It doesn't matter how small it may seem. If there's nothing you want badly then think about other things. What others want or what you need or what others need. Find something that feels important and commit to it.
I was born a girl, but I want to be a boy. Because of my religion I can't tell my family. I know they won't accept me. What do I do?	I understand that this must be a difficult time for you with many adjustments. If you feel comfortable enough to ask your parents to see a Life Coach or a therapist, this may be an excellent place to start. You don’t need to tell them the reason why maybe say that you simply need someone to talk to for support with school or homework etc. The Life Coach or therapist would be the optimal person to advise you on how to proceed with providing support and guidance. There may be someone at your school whom you could talk to for confidential support and guidance as well. Be confident in the fact that you are not alone and there are always responsible adults available to guide you through any difficult process you may experience in life. Talking to family about personal issues can be difficult for anyone, even adults. I recommend getting help from a trusted, professional adult before you decide what to do.
I was born a girl, but I want to be a boy. Because of my religion I can't tell my family. I know they won't accept me. What do I do?	Desire to inhabit the opposite sex's body derives from too fast of a re-entry into a new (feminine) body, after being released in a previous life, from an old (masculine) body.You remember the previous life's connection with the masculine experience and body, and wish to find a way to be more comfortable.We will approach this matter, spiritually, and I reckon you'll feel a great deal better :)
